c_total,a_path,b_path,c_prime_direct,indirect_ab,proportion_mediated_pct,sobel_z,sobel_p,boot_ci_low,boot_ci_high,n
-0.009241840277782751,-0.007576791499343563,-0.006909089956048129,-0.009294189011829936,5.2348734047185456e-05,0.5664319277734224,0.1081069867287289,0.9139108260304467,-0.0014537394910105548,0.0006339167815138221,207
