feature,importance,importance_pct,kind
stream_hours,0.18551582582245144,18.55158258224514,basic
viewers,0.1824729031313357,18.24729031313357,basic
mean_f0,0.15283286434487037,15.283286434487033,voice
speech_rate,0.1410365486816531,14.103654868165307,voice
jitter,0.1356298760388392,13.562987603883917,voice
hnr,0.10372017623935001,10.372017623934997,voice
price,0.09879180574150032,9.879180574150029,basic
