group,shapley_value,contribution_pct,kind
voice_stability,0.2092547739360478,22.479843920955368,voice
speech_rate,0.19671642184265012,21.1328725100584,voice
voice_f0,0.17315066741430873,18.601248158249923,voice
voice_quality,0.15824836628709452,17.000322181262483,voice
stream_hours,0.07942566515988031,8.532548732474066,basic
traffic,0.06518528134345523,7.0027312781512805,basic
price,0.04887392546583852,5.250433218848486,basic
